,locus_tag,product,5GB1_vial_wLa_TR3,5GB1_vial_woLa_TR2
2284,MBURv2_130376,Fimbrial protein,10431.0,9809.0
2285,MBURv2_130377,putative proteic killer suppression protein,56.0,59.0
2286,MBURv2_130378,"putative plasmid maintenance system antidote protein, XRE family",97.0,73.0
2287,MBURv2_130379,conserved protein of unknown function,142.0,81.0
2288,MBURv2_130380,50S ribosomal subunit protein L31,537.0,384.0
2289,MBURv2_130381,"putative permease, major facilitator superfamily",19.0,19.0
2290,MBURv2_130382,NhaD-type Na+(Li+)/H+ antiporter,177.0,176.0
2291,MBURv2_130383,Sulfite reductase (NADPH) hemoprotein beta-component,106.0,105.0
2292,MBURv2_130384,conserved protein of unknown function,101.0,89.0
2293,MBURv2_130385,protein of unknown function,17.0,26.0
2294,MBURv2_130386,protein of unknown function,10.0,5.0
2295,MBURv2_130387,conserved protein of unknown function,2.0,3.0
2296,MBURv2_130388,"succinyl-CoA synthetase, NAD(P)-binding, alpha subunit",323.0,255.0
2297,MBURv2_130389,"succinyl-CoA synthetase, beta subunit",278.0,303.0
2298,MBURv2_130390,Integral membrane sensor signal transduction histidine kinase,57.0,41.0
2299,MBURv2_130391,type 4 fimbriae expression regulatory protein,207.0,208.0
2300,MBURv2_130392,conserved protein of unknown function,1060.0,1038.0
2301,MBURv2_130393,protein of unknown function,1084.0,1215.0
2302,MBURv2_130394,putative oxidoreductase with FAD/NAD(P)-binding domain,79.0,75.0
2303,MBURv2_130395,2-polyprenyl-6-methoxyphenol 4-hydroxylase,118.0,102.0
2304,MBURv2_130396,proline aminopeptidase P II,62.0,77.0
2305,MBURv2_130397,conserved protein of unknown function,142.0,144.0
2306,MBURv2_130398,conserved protein of unknown function,207.0,224.0
2307,MBURv2_130399,Cell division protein ZapA,204.0,159.0
2308,MBURv2_130400,conserved protein of unknown function,201.0,195.0
2309,MBURv2_130401,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase,280.0,290.0
2310,MBURv2_130402,conserved protein of unknown function,71.0,59.0
2311,MBURv2_130403,conserved hypothetical protein,80.0,61.0
2312,MBURv2_130404,protein of unknown function,17.0,41.0
2313,MBURv2_130405,putative reverse transcriptase,1.0,0.0
2314,MBURv2_130406,conserved protein of unknown function,21.0,30.0
2315,MBURv2_130407,conserved protein of unknown function,3.0,7.0
2316,MBURv2_130408,transposase,6.0,3.0
2317,MBURv2_130409,conserved protein of unknown function,39.0,32.0
2318,MBURv2_130410,conserved exported protein of unknown function,55.0,72.0
2319,MBURv2_130411,conserved protein of unknown function,144.0,105.0
2320,MBURv2_130412,Ribosomal-protein-alanine acetyltransferase,142.0,105.0
2321,MBURv2_130413,"putative phage SPO1 DNA polymerase-related protein, uracil-DNA glycosylase family",58.0,47.0
2322,MBURv2_130414,2-isopropylmalate synthase,119.0,110.0
2323,MBURv2_130415,CDP-diacylglycerol/serine O-phosphatidyltransferase,164.0,195.0
2324,MBURv2_130416,acetohydroxy acid isomeroreductase and 2-dehydropantoate 2-reductase,438.0,330.0
2325,MBURv2_130417,"acetolactate synthase III, thiamin-dependent, small subunit",297.0,343.0
2326,MBURv2_130418,"acetolactate synthase III, large subunit",241.0,239.0
2327,MBURv2_130419,"2,3-dimethylmalate lyase",83.0,88.0
2328,MBURv2_130420,conserved protein of unknown function,87.0,81.0
2329,MBURv2_130421,Molybdopterin-converting factor subunit 2 (MPT synthase subunit 2) (Molybdopterin synthase subunit 2) (Molybdenum cofactor biosy,94.0,80.0
2330,MBURv2_130422,ThiamineS protein,80.0,133.0
2331,MBURv2_130423,"molybdopterin biosynthesis, protein C",132.0,101.0
2332,MBURv2_130424,"putative ABC transporter, permease protein",55.0,69.0
2333,MBURv2_130425,"superoxide dismutase, Fe",1096.0,1141.0
2334,MBURv2_130426,protein of unknown function,23.0,31.0
2335,MBURv2_130427,Adenylate cyclase,93.0,118.0
2336,MBURv2_130428,conserved exported protein of unknown function,148.0,92.0
2337,MBURv2_130429,7-Fe ferredoxin,497.0,385.0
2338,MBURv2_130430,50S ribosomal subunit protein L17,909.0,695.0
2339,MBURv2_130431,"RNA polymerase, alpha subunit",581.0,654.0
2340,MBURv2_130432,30S ribosomal subunit protein S4,732.0,585.0
2341,MBURv2_130433,30S ribosomal subunit protein S11,759.0,677.0
2342,MBURv2_130434,30S ribosomal subunit protein S13,911.0,950.0
2343,MBURv2_130435,preprotein translocase membrane subunit,745.0,684.0
2344,MBURv2_130436,50S ribosomal subunit protein L15,1014.0,1025.0
2345,MBURv2_130437,50S ribosomal subunit protein L30,611.0,594.0
2346,MBURv2_130438,30S ribosomal subunit protein S5,754.0,539.0
2347,MBURv2_130439,50S ribosomal subunit protein L18,953.0,844.0
2348,MBURv2_130440,50S ribosomal subunit protein L6,803.0,742.0
2349,MBURv2_130441,30S ribosomal subunit protein S8,670.0,548.0
2350,MBURv2_130442,30S ribosomal subunit protein S14,658.0,630.0
2351,MBURv2_130443,50S ribosomal subunit protein L5,602.0,505.0
2352,MBURv2_130444,50S ribosomal subunit protein L24,651.0,699.0
2353,MBURv2_130445,50S ribosomal subunit protein L14,726.0,912.0
2354,MBURv2_130446,30S ribosomal subunit protein S17,912.0,1002.0
2355,MBURv2_130447,50S ribosomal subunit protein L29,662.0,691.0
2356,MBURv2_130448,50S ribosomal subunit protein L16,647.0,595.0
2357,MBURv2_130449,30S ribosomal subunit protein S3,681.0,576.0
2358,MBURv2_130450,50S ribosomal subunit protein L22,777.0,648.0
2359,MBURv2_130451,30S ribosomal subunit protein S19,659.0,476.0
2360,MBURv2_130452,50S ribosomal subunit protein L2,689.0,746.0
2361,MBURv2_130453,50S ribosomal subunit protein L23,891.0,867.0
2362,MBURv2_130454,50S ribosomal subunit protein L4,547.0,573.0
2363,MBURv2_130455,50S ribosomal subunit protein L3,605.0,624.0
2364,MBURv2_130456,30S ribosomal subunit protein S10,411.0,434.0
2365,MBURv2_130457,protein chain elongation factor EF-Tu (duplicate of tufA),18.0,18.0
2366,MBURv2_130458,"protein chain elongation factor EF-G, GTP-binding",425.0,408.0
2367,MBURv2_130459,30S ribosomal subunit protein S7,325.0,327.0
2368,MBURv2_130460,30S ribosomal subunit protein S12,417.0,355.0
2369,MBURv2_130461,protein of unknown function,217.0,183.0
2370,MBURv2_130462,"RNA polymerase, beta prime subunit",201.0,190.0
2371,MBURv2_130463,"RNA polymerase, beta subunit",144.0,155.0
2372,MBURv2_130464,50S ribosomal subunit protein L7/L12,317.0,306.0
2373,MBURv2_130465,50S ribosomal subunit protein L10,416.0,351.0
2374,MBURv2_130466,50S ribosomal subunit protein L1,441.0,353.0
2375,MBURv2_130467,50S ribosomal subunit protein L11,393.0,381.0
2376,MBURv2_130468,transcription termination factor,1142.0,1034.0
2377,MBURv2_130469,Preprotein translocase subunit SecE,1089.0,1186.0
2378,MBURv2_130470,protein chain elongation factor EF-Tu (duplicate of tufA),60.0,58.0
2379,MBURv2_130471,50S ribosomal protein L25,629.0,588.0
2380,MBURv2_130472,phosphoribosylpyrophosphate synthase,322.0,334.0
2381,MBURv2_130473,4-diphosphocytidyl-2-C-methylerythritol kinase,433.0,363.0
2382,MBURv2_130474,Outer membrane lipoprotein LolB (Modular protein),272.0,254.0
2383,MBURv2_130475,Tetratricopeptide TPR_2 repeat protein,280.0,272.0
2384,MBURv2_130476,glutamyl tRNA reductase,146.0,122.0
2385,MBURv2_130477,peptide chain release factor RF-1,76.0,96.0
2386,MBURv2_130478,"N5-glutamine methyltransferase, modifies release factors RF-1 and RF-2",49.0,95.0
2387,MBURv2_130479,Mov34/MPN/PAD-1 family protein,113.0,83.0
2388,MBURv2_130480,conserved protein of unknown function,104.0,96.0
2389,MBURv2_130481,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,73.0,93.0
2390,MBURv2_130482,conserved protein of unknown function,111.0,100.0
2391,MBURv2_130483,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A,100.0,96.0
2392,MBURv2_130484,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C,164.0,129.0
2393,MBURv2_130485,protein of unknown function,495.0,370.0
2394,MBURv2_130486,"cell wall structural complex MreBCD, actin-like component MreB",197.0,136.0
2395,MBURv2_130487,Cell shape-determining protein MreC,66.0,57.0
2396,MBURv2_130488,putative rod shape-determining protein MreD,37.0,28.0
2397,MBURv2_130489,transpeptidase involved in peptidoglycan synthesis (penicillin-binding protein 2),14.0,12.0
2398,MBURv2_130490,cell wall shape-determining protein,21.0,38.0
2399,MBURv2_130491,Membrane-bound lytic murein transglycosylase B (Modular protein),88.0,64.0
2400,MBURv2_130492,D-alanyl-D-alanine carboxypeptidase DacC,94.0,97.0
2401,MBURv2_130493,D-amino-acid transaminase,128.0,94.0
2402,MBURv2_130494,conserved protein of unknown function,105.0,98.0
2403,MBURv2_130495,lipoyl-protein ligase,48.0,58.0
2404,MBURv2_130496,lipoate synthase,50.0,37.0
2405,MBURv2_130497,transcriptional accessory protein,37.0,28.0
2406,MBURv2_130498,conserved exported protein of unknown function,79.0,60.0
2407,MBURv2_130499,conserved protein of unknown function,47.0,37.0
2408,MBURv2_130500,"putative transporter, SSS family",28.0,27.0
2409,MBURv2_130501,Tetratricopeptide repeat domain protein,35.0,27.0
2410,MBURv2_130502,L-ectoine synthase,122.0,116.0
2411,MBURv2_130503,Diaminobutyrate--2-oxoglutarate transaminase,14.0,30.0
2412,MBURv2_130504,"L-2,4-diaminobutyric acid acetyltransferase",14.0,18.0
2413,MBURv2_130505,"Putative transcription regulator, MarR family protein (fragment)",27.0,24.0
2414,MBURv2_130506,conserved membrane protein of unknown function,23.0,23.0
2415,MBURv2_130507,putative glycosyltransferase,34.0,47.0
2416,MBURv2_130508,conserved membrane protein of unknown function,24.0,25.0
2417,MBURv2_130509,"putative S-adenosyl-L-methionine-dependent methyltransferase, UbiG-related",30.0,31.0
2418,MBURv2_130510,putative sulfate transporter,17.0,26.0
2419,MBURv2_130511,"putative transcriptional regulator, LysR family",21.0,18.0
2420,MBURv2_130512,"putative S-adenosyl-L-methionine-dependent methyltransferase, UbiE-related",102.0,74.0
2421,MBURv2_130513,NmmA,137.0,104.0
2422,MBURv2_130514,"putative 3,4-dihydroxyphenylalanine extradiol dioxygenase",109.0,92.0
2423,MBURv2_130515,conserved exported protein of unknown function,103.0,96.0
2424,MBURv2_130516,Retron-type reverse transcriptase,0.0,0.0
2425,MBURv2_130517,conserved protein of unknown function,45.0,42.0
2426,MBURv2_130518,putative 6-pyruvoyl tetrahydrobiopterin synthase,37.0,44.0
2427,MBURv2_130519,Zinc-containing alcohol dehydrogenase superfamily,40.0,43.0
2428,MBURv2_130520,Riboflavin-specific deaminase/GTP cyclohydrolase II,49.0,65.0
2429,MBURv2_130521,Apolipoprotein N-acyltransferase,29.0,28.0
2430,MBURv2_130522,conserved exported protein of unknown function,103.0,55.0
2431,MBURv2_130523,Phospholipid/glycerol acyltransferase,43.0,37.0
2432,MBURv2_130524,"glycine tRNA synthetase, beta subunit",99.0,83.0
2433,MBURv2_130525,"glycine tRNA synthetase, alpha subunit",77.0,64.0
2434,MBURv2_130526,protein of unknown function,95.0,65.0
2435,MBURv2_130527,conserved protein of unknown function,129.0,144.0
2436,MBURv2_130528,conserved protein of unknown function,1121.0,1155.0
2437,MBURv2_130529,conserved protein of unknown function,169.0,204.0
2438,MBURv2_130530,Cytochrome c'-beta,1239.0,1231.0
2439,MBURv2_130531,Glucokinase,301.0,262.0
2440,MBURv2_130532,Phosphorylase kinase alphabeta,124.0,133.0
2441,MBURv2_130533,Putative Serine/threonine protein kinase (fragment),72.0,55.0
2442,MBURv2_130534,H repeat-associated protein YhhI,0.0,0.0
2443,MBURv2_130535,Putative Serine/threonine protein kinase (fragment),12.0,12.0
2444,MBURv2_130536,Major facilitator superfamily MFS_1,21.0,25.0
2445,MBURv2_130537,putative sodium-dependent transporter,20.0,41.0
2446,MBURv2_130538,conserved protein of unknown function,127.0,146.0
2447,MBURv2_130539,conserved protein of unknown function,561.0,611.0
2448,MBURv2_130540,protein of unknown function,141.0,136.0
2449,MBURv2_130541,conserved protein of unknown function,40.0,30.0
2450,MBURv2_130542,conserved protein of unknown function,48.0,29.0
2451,MBURv2_130543,conserved protein of unknown function,41.0,25.0
2452,MBURv2_130544,conserved protein of unknown function,44.0,38.0
2453,MBURv2_130545,protein of unknown function,14.0,46.0
2454,MBURv2_130546,conserved protein of unknown function,80.0,73.0
2455,MBURv2_130547,conserved protein of unknown function,43.0,46.0
2456,MBURv2_130548,conserved protein of unknown function,73.0,86.0
2457,MBURv2_130549,Chaperone protein DnaK,109.0,103.0
2458,MBURv2_130550,conserved protein of unknown function,122.0,122.0
2459,MBURv2_130551,conserved hypothetical protein,147.0,123.0
2460,MBURv2_130552,Cell division protein ZapD,168.0,156.0
2461,MBURv2_130553,dephospho-CoA kinase,100.0,78.0
2462,MBURv2_130554,type 4 prepilin-like proteins leader peptide processing enzyme (Protein secretion protein XCPA)[Includes: Leader peptidase (Prep,143.0,101.0
2463,MBURv2_130555,type 4 fimbrial assembly protein,124.0,138.0
2464,MBURv2_130556,type 4 fimbrial biogenesis protein,160.0,157.0
2465,MBURv2_130557,valyl-tRNA synthetase,141.0,170.0
2466,MBURv2_130558,DNA polymerase III chi subunit HolC,147.0,134.0
2467,MBURv2_130559,"aminopeptidase A, a cyteinylglycinase",202.0,212.0
2468,MBURv2_130560,Permease YjgP/YjgQ family protein,104.0,80.0
2469,MBURv2_130561,Permease YjgP/YjgQ family protein,93.0,79.0
2470,MBURv2_130562,RDD domain containing protein (fragment),248.0,239.0
2471,MBURv2_130563,conserved protein of unknown function,2525.0,2077.0
2472,MBURv2_130564,poly(A) polymerase I,174.0,167.0
2473,MBURv2_130565,2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase,40.0,91.0
2474,MBURv2_130566,3-methyl-2-oxobutanoate hydroxymethyltransferase,99.0,89.0
2475,MBURv2_130567,pantothenate synthetase,176.0,168.0
2476,MBURv2_130568,aspartate 1-decarboxylase,454.0,476.0
2477,MBURv2_130569,Flagellar assembly factor FliW,528.0,518.0
2478,MBURv2_130570,conserved protein of unknown function,411.0,335.0
2479,MBURv2_130571,putative MxaL protein,126.0,89.0
2480,MBURv2_130572,putative MxaK protein,203.0,178.0
2481,MBURv2_130573,exported protein of unknown function,69.0,73.0
2482,MBURv2_130574,5-bromo-4-chloroindolyl phosphate hydrolysis protein,62.0,73.0
2483,MBURv2_130575,Toxic anion resistance family protein,172.0,166.0
2484,MBURv2_130576,conserved protein of unknown function,489.0,425.0
2485,MBURv2_130577,thiamin (pyrimidine moiety) biosynthesis protein,429.0,419.0
2486,MBURv2_130578,protein of unknown function,330.0,270.0
2487,MBURv2_130579,putative phosphate permease jhp_1384,75.0,66.0
2488,MBURv2_130580,putative septum site-determining protein MinC,251.0,241.0
2489,MBURv2_130581,membrane ATPase of the MinC-MinD-MinE system,414.0,337.0
2490,MBURv2_130582,cell division topological specificity factor,421.0,316.0
2491,MBURv2_130583,conserved protein of unknown function,551.0,474.0
2492,MBURv2_130584,hypothetical protein; putative nucleoside triphosphate hydrolase domain,473.0,471.0
2493,MBURv2_130585,"ribosome-associated, sigma 54 modulation protein",1585.0,1379.0
2494,MBURv2_130586,"RNA polymerase, sigma 54 (sigma N) factor",381.0,368.0
2495,MBURv2_130587,putative lipopolysaccharide transport protein B: ATP-binding component of ABC superfamily,282.0,266.0
2496,MBURv2_130588,Lipopolysaccharide transport periplasmic protein LptA,173.0,181.0
2497,MBURv2_130589,conserved protein of unknown function,223.0,268.0
2498,MBURv2_130590,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,103.0,88.0
2499,MBURv2_130591,D-arabinose 5-phosphate isomerase,164.0,129.0
2500,MBURv2_130592,putative calcium/sodium:proton antiporter,51.0,64.0
2501,MBURv2_130593,toluene transporter subunit: ATP-binding component of ABC superfamily,35.0,17.0
2502,MBURv2_130594,toluene transporter subunit: membrane component of ABC superfamily,34.0,33.0
2503,MBURv2_130595,toluene transporter subunit: membrane component of ABC superfamily,27.0,40.0
2504,MBURv2_130596,Anti-sigma-factor antagonist,14.0,66.0
2505,MBURv2_130597,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,76.0,73.0
2506,MBURv2_130598,ATP-phosphoribosyltransferase,66.0,57.0
2507,MBURv2_130599,Histidinol dehydrogenase (HDH),62.0,54.0
2508,MBURv2_130600,Histidinol-phosphate aminotransferase 2,41.0,27.0
2509,MBURv2_130601,Ubiquinol-cytochrome c reductase iron-sulfur subunit,418.0,448.0
2510,MBURv2_130602,Cytochrome b,366.0,312.0
2511,MBURv2_130603,Cytochrome c1,484.0,474.0
2512,MBURv2_130604,stringent starvation protein A,117.0,134.0
2513,MBURv2_130605,ClpXP protease specificity-enhancing factor,211.0,226.0
2514,MBURv2_130606,conserved protein of unknown function,136.0,103.0
2515,MBURv2_130607,conserved protein of unknown function,565.0,530.0
2516,MBURv2_130608,conserved membrane protein of unknown function,37.0,34.0
2517,MBURv2_130609,ABC transporter related protein,36.0,22.0
2518,MBURv2_130610,Amylosucrase,95.0,109.0
2519,MBURv2_130611,Fructokinase,119.0,164.0
2520,MBURv2_130612,Sucrose-6F-phosphate phosphohydrolase; sucrose-phosphate phosphatase,133.0,116.0
2521,MBURv2_130613,Sucrose-phosphate synthase,114.0,125.0
2522,MBURv2_130614,protein of unknown function,119.0,131.0
2523,MBURv2_130615,conserved exported protein of unknown function,874.0,764.0
2524,MBURv2_130616,Fnr-like transcriptional activator,108.0,98.0
2525,MBURv2_130617,hybrid-cluster [4Fe-2S-2O] protein in anaerobic terminal reductases,14.0,15.0
2526,MBURv2_130618,Methane monooxygenase component C,25.0,20.0
2527,MBURv2_130619,protein of unknown function,56.0,44.0
2528,MBURv2_130620,putative transporter fused subunits of ABC superfamily: ATP-binding components,21.0,17.0
2529,MBURv2_130621,conserved protein of unknown function,19.0,8.0
2530,MBURv2_130622,exported protein of unknown function,381.0,407.0
2531,MBURv2_130623,conserved protein of unknown function,30.0,33.0
2532,MBURv2_130624,conserved membrane protein of unknown function,38.0,58.0
2533,MBURv2_130625,"dihydro-orotate oxidase, FMN-linked",121.0,119.0
2534,MBURv2_130626,Cytochrome b561,336.0,292.0
2535,MBURv2_130627,protein of unknown function,311.0,370.0
2536,MBURv2_130628,conserved protein of unknown function,8421.0,3918.0
2537,MBURv2_130629,Coenzyme PQQ synthesis protein A,11389.0,20935.0
2538,MBURv2_130630,coenzyme PQQ synthesis protein B (Coenzyme PQQ synthesis protein V),102.0,116.0
2539,MBURv2_130631,coenzyme PQQ synthesis protein C (Coenzyme PQQ synthesis protein I),94.0,148.0
2540,MBURv2_130632,conserved protein of unknown function,110.0,144.0
2541,MBURv2_130633,Coenzyme PQQ synthesis protein D,103.0,91.0
2542,MBURv2_130634,coenzyme PQQ synthesis protein E (Coenzyme PQQ synthesis protein III),106.0,116.0
2543,MBURv2_130635,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,109.0,100.0
2544,MBURv2_130636,Proline iminopeptidase,68.0,74.0
2545,MBURv2_130637,Prevent-host-death family protein,770.0,553.0
2546,MBURv2_130638,conserved protein of unknown function,327.0,312.0
2547,MBURv2_130639,conserved exported protein of unknown function,4748.0,4210.0
2548,MBURv2_130640,conserved protein of unknown function,59.0,48.0
2549,MBURv2_130641,conserved protein of unknown function,46.0,27.0
2550,MBURv2_130642,conserved membrane protein of unknown function,183.0,189.0
2551,MBURv2_130643,conserved exported protein of unknown function,8728.0,9343.0
2552,MBURv2_130644,conserved exported protein of unknown function,11519.0,11660.0
2553,MBURv2_130645,conserved membrane protein of unknown function,191.0,141.0
2554,MBURv2_130646,conserved protein of unknown function,170.0,199.0
2555,MBURv2_130647,conserved exported protein of unknown function,41.0,80.0
2556,MBURv2_130648,"quinolinate synthase, L-aspartate oxidase (B protein) subunit",240.0,188.0
2557,MBURv2_130649,"RNA polymerase, sigma 24 (sigma E) factor",335.0,280.0
2558,MBURv2_130650,conserved protein of unknown function,197.0,210.0
2559,MBURv2_130651,putative sigma-E factor regulatory protein,170.0,170.0
2560,MBURv2_130652,putative serine protease MucD precursor,189.0,190.0
2561,MBURv2_130653,GTP-binding membrane protein,188.0,170.0
2562,MBURv2_130654,"leader peptidase (signal peptidase I) , serine protease",77.0,89.0
2563,MBURv2_130655,conserved protein of unknown function,232.0,214.0
2564,MBURv2_130656,RNase III,168.0,120.0
2565,MBURv2_130657,"membrane-associated, 16S rRNA-binding GTPase",84.0,108.0
2566,MBURv2_130658,DNA repair protein RecO,90.0,74.0
2567,MBURv2_130659,pyridoxine 5'-phosphate synthase,30.0,28.0
2568,MBURv2_130660,Protein serine/threonine phosphatase,30.0,53.0
2569,MBURv2_130661,"Sigma54 specific transcriptional regulator, Fis family",989.0,932.0
2570,MBURv2_130662,conserved membrane protein of unknown function,342.0,351.0
2571,MBURv2_130663,Orotidine 5'-phosphate decarboxylase,163.0,184.0
2572,MBURv2_130664,Auxin Efflux Carrier,24.0,40.0
2573,MBURv2_130665,Molybdopterin binding domain protein,83.0,62.0
2574,MBURv2_130666,fused ATP-binding subunits of ABC superfamily protein involved in precise excision of transposons,61.0,58.0
2575,MBURv2_130667,conserved protein of unknown function,33.0,27.0
2576,MBURv2_130668,putative ATPase of the AAA+ class,26.0,21.0
2577,MBURv2_130669,conserved protein of unknown function,156.0,143.0
2578,MBURv2_130670,putative Transcriptional factor,89.0,151.0
2579,MBURv2_130673,protein of unknown function,0.0,0.0
2580,MBURv2_130675,tyrosyl-tRNA synthetase,109.0,118.0
2581,MBURv2_130676,Peptidase M23B,540.0,509.0
2582,MBURv2_130677,anhydro-N-acetylmuramic acid kinase,116.0,107.0
2583,MBURv2_130678,putative chaperone involved in Fe-S cluster assembly and activation; hesB-like,236.0,198.0
2584,MBURv2_130679,N-acetyl-gamma-glutamyl-phosphate reductase,116.0,132.0
2585,MBURv2_130680,protein of unknown function,46.0,37.0
2586,MBURv2_130681,"putative bipartite protein [includes a nickel-iron hydrogenase, accessory protein domain HupE; a TonB-dependent receptor]",47.0,41.0
2587,MBURv2_130682,protein of unknown function,18.0,17.0
2588,MBURv2_130683,putative monooxygenase,71.0,76.0
2589,MBURv2_130684,conserved exported protein of unknown function,35.0,33.0
2590,MBURv2_130685,Carboxy-terminal-processing protease,438.0,443.0
2591,MBURv2_130686,Peptidase M23,228.0,216.0
2592,MBURv2_130687,protein of unknown function,265.0,276.0
2593,MBURv2_130688,"Transcriptional regulator, ArsR family",111.0,100.0
2594,MBURv2_130689,Rhodanese domain protein,115.0,123.0
2595,MBURv2_130690,protein export chaperone,232.0,185.0
2596,MBURv2_130691,glycerol-3-phosphate dehydrogenase (NAD+),61.0,52.0
2597,MBURv2_130692,putative rRNA methylase,155.0,180.0
2598,MBURv2_130693,Glycogen phosphorylase,247.0,242.0
2599,MBURv2_130694,"preprotein translocase subunit, ATPase",127.0,117.0
2600,MBURv2_130695,protein of unknown function,37.0,32.0
2601,MBURv2_130696,bifunctional GDP-fucose synthetase: GDP-4-dehydro-6-deoxy-D-mannose epimerase and GDP-4-dehydro-6-L-deoxygalactose reductase,53.0,67.0
2602,MBURv2_130697,"GDP-D-mannose dehydratase, NAD(P)-binding",86.0,73.0
2603,MBURv2_130698,Bifunctional permease/carbonic anhydrase,89.0,72.0
2604,MBURv2_130699,putative inner membrane subunit of an electron transport system,151.0,88.0
2605,MBURv2_130700,putative iron-sulfur protein,164.0,165.0
2606,MBURv2_130701,Electron transport complex protein RnfC,41.0,41.0
2607,MBURv2_130702,putative inner membrane oxidoreductase,44.0,46.0
2608,MBURv2_130703,putative oxidoreductase,52.0,74.0
2609,MBURv2_130704,putative inner membrane NADH-quinone reductase,90.0,101.0
2610,MBURv2_130705,DNA glycosylase and apyrimidinic (AP) lyase (endonuclease III),52.0,49.0
2611,MBURv2_130706,conserved protein of unknown function,632.0,522.0
2612,MBURv2_130707,conserved exported protein of unknown function,2213.0,1709.0
2613,MBURv2_130708,conserved hypothetical protein,219.0,212.0
2614,MBURv2_130709,conserved protein of unknown function,192.0,208.0
2615,MBURv2_130710,putative nuclease,16.0,26.0
2616,MBURv2_130711,D-tyr-tRNA(Tyr) deacylase,30.0,47.0
2617,MBURv2_130712,conserved protein of unknown function,21.0,21.0
2618,MBURv2_130713,conserved exported protein of unknown function,31.0,31.0
2619,MBURv2_130714,putative peptidase,81.0,95.0
2620,MBURv2_130715,conserved protein of unknown function,55.0,34.0
2621,MBURv2_130716,Regulator of ribonuclease activity,97.0,104.0
2622,MBURv2_130717,"1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase, 4Fe-4S protein",244.0,219.0
2623,MBURv2_130718,putative TrkA-N domain protein,71.0,65.0
2624,MBURv2_130719,conserved membrane protein of unknown function,41.0,46.0
2625,MBURv2_130720,Rhodanese domain protein,1041.0,922.0
2626,MBURv2_130721,heat shock protein 15,358.0,349.0
2627,MBURv2_130722,Sulfurtransferase TusE,115.0,179.0
2628,MBURv2_130723,Sulfur relay protein TusB/DsrH,139.0,103.0
2629,MBURv2_130724,multidrug efflux system protein,123.0,98.0
2630,MBURv2_130725,Flagellar brake protein YcgR,134.0,133.0
2631,MBURv2_130726,Exodeoxyribonuclease 7 large subunit,77.0,71.0
2632,MBURv2_130727,2'-5' RNA ligase,102.0,85.0
2633,MBURv2_130728,conserved membrane protein of unknown function,85.0,80.0
2634,MBURv2_130729,Diguanylate cyclase,165.0,169.0
2635,MBURv2_130730,Thiol:disulfide interchange protein DsbA,196.0,234.0
2636,MBURv2_130731,Cytochrome c class I,345.0,399.0
2637,MBURv2_130732,protein of unknown function,258.0,300.0
2638,MBURv2_130733,GTP-binding protein,63.0,69.0
2639,MBURv2_130734,protein of unknown function,130.0,143.0
2640,MBURv2_130735,Beta-lactamase-like protein,66.0,55.0
2641,MBURv2_130736,putative signal transduction protein,42.0,31.0
2642,MBURv2_130737,fused DNA polymerase I 5'->3' exonuclease ; 3'->5' polymerase ; 3'->5' exonuclease,89.0,85.0
2643,MBURv2_130738,GTP pyrophosphokinase,135.0,107.0
2644,MBURv2_130739,UDP-glucose 6-dehydrogenase,71.0,104.0
2645,MBURv2_130740,Competence protein ComEA helix-hairpin-helix repeat protein,141.0,82.0
2646,MBURv2_130741,conserved protein of unknown function,136.0,140.0
2647,MBURv2_130742,conserved membrane protein of unknown function,86.0,79.0
2648,MBURv2_130743,conserved protein of unknown function,149.0,173.0
2649,MBURv2_130744,conserved exported protein of unknown function,137.0,124.0
2650,MBURv2_130745,conserved protein of unknown function,51.0,65.0
2651,MBURv2_130746,outer membrane lipoprotein (lipocalin),62.0,63.0
2652,MBURv2_130747,Deoxyribodipyrimidine photo-lyase,30.0,44.0
2653,MBURv2_130748,putative NADH dehydrogenase,73.0,79.0
2654,MBURv2_130749,Sulfoxide reductase heme-binding subunit YedZ,74.0,82.0
2655,MBURv2_130750,conserved protein of unknown function,31.0,35.0
2656,MBURv2_130751,Aminoglycoside phosphotransferase,20.0,29.0
2657,MBURv2_130752,conserved protein of unknown function,289.0,198.0
2658,MBURv2_130753,guanylate kinase,141.0,143.0
2659,MBURv2_130754,RNA helicase,10.0,14.0
2660,MBURv2_130755,conserved protein of unknown function,54.0,34.0
2661,MBURv2_130756,conserved protein of unknown function,91.0,78.0
2662,MBURv2_130757,DEAD/H associated domain protein,9.0,7.0
2663,MBURv2_130758,conserved protein of unknown function,422.0,491.0
2664,MBURv2_130759,conserved protein of unknown function,128.0,109.0
2665,MBURv2_130760,Nicotinate phosphoribosyltransferase pncB2,29.0,38.0
2666,MBURv2_130761,Nicotinamidase,37.0,20.0
2667,MBURv2_130762,Protein-L-isoaspartate O-methyltransferase 2,39.0,36.0
