locus_tag,product,5GB1_vial_wLa_TR3,5GB1_vial_woLa_TR2
MBURv2_130236,Flagellar M-ring protein,87,84
MBURv2_130237,Flagellar hook-basal body complex protein FliE,94,95
MBURv2_130238,"fused response regulator of ato opeon, in two-component system with AtoS: response regulator ; sigma54 interaction protein",71,69
MBURv2_130239,PAS/PAC sensor signal transduction histidine kinase,77,93
MBURv2_130240,"Sigma54 specific transcriptional regulator, Fis family",129,135
MBURv2_130241,protein of unknown function,145,105
MBURv2_130242,conserved membrane protein of unknown function,104,81
MBURv2_130243,conserved protein of unknown function,0,0
MBURv2_130244,Forkhead-associated protein,202,160
MBURv2_130245,Type IV pilus assembly PilZ,177,132
MBURv2_130246,repair protein radA homolog,159,166
MBURv2_130247,Transcriptional regulatory protein PhoP,187,246
MBURv2_130248,conserved exported protein of unknown function,388,382
MBURv2_130249,putative peptidase S49,109,126
MBURv2_130250,putative phosphoglycolate phosphatase protein,122,154
MBURv2_130251,23S rRNA pseudouridylate synthase,130,91
MBURv2_130252,protein of unknown function,255,303
MBURv2_130253,Ribonuclease E (RNase E),190,195
MBURv2_130254,protein of unknown function,70,27
MBURv2_130255,DNA polymerase III alpha subunit,32,28
MBURv2_130256,conserved protein of unknown function,125,145
MBURv2_130257,"ribonuclease HII, degrades RNA of DNA-RNA hybrids",132,114
MBURv2_130258,UDP-N-acetylglucosamine acetyltransferase,122,119
MBURv2_130259,(3R)-hydroxymyristol acyl carrier protein dehydratase,122,152
MBURv2_130260,Outer membrane chaperone Skp (OmpH),231,281
MBURv2_130261,Outer membrane protein assembly factor BamA,86,77
MBURv2_130262,AFG1-family ATPase,61,71
MBURv2_130263,conserved hypothetical protein,324,338
MBURv2_130264,Ribose-phosphate pyrophosphokinase,155,155
MBURv2_130265,putative thymidine phosphorylase,247,247
MBURv2_130266,conserved protein of unknown function,88,71
MBURv2_130267,conserved protein of unknown function,143,144
MBURv2_130268,Band 7 protein,107,116
MBURv2_130269,protein of unknown function,79,129
MBURv2_130270,Protein phosphatase,167,194
MBURv2_130271,conserved protein of unknown function,248,299
MBURv2_130272,conserved exported protein of unknown function,346,348
MBURv2_130273,conserved exported protein of unknown function,329,376
MBURv2_130274,putative Calcium/calmodulin-dependent protein kinase,165,169
MBURv2_130275,putative Phosphonate-transporting ATPase,206,183
MBURv2_130276,conserved protein of unknown function,52,42
MBURv2_130277,putative virion core protein (Lumpy skin disease virus)-like protein,128,102
MBURv2_130278,putative chaperone heat-shock protein,89,73
MBURv2_130279,DnaK-related protein,215,263
MBURv2_130280,conserved protein of unknown function,282,274
MBURv2_130281,conserved exported protein of unknown function,239,288
MBURv2_130282,conserved protein of unknown function,163,134
MBURv2_130283,"4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent",18,24
MBURv2_130284,"S-adenosylmethionine-6-N',N'-adenosyl (rRNA) dimethyltransferase",47,30
MBURv2_130285,Glycogen phosphorylase,40,42
MBURv2_130286,"malate dehydrogenase, (decarboxylating, NAD-requiring) (malic enzyme)",97,85
MBURv2_130287,conserved exported protein of unknown function,290,329
MBURv2_130288,Cytochrome c class I,377,436
MBURv2_130289,conserved protein of unknown function,142,128
MBURv2_130290,putative Ggdef family protein,68,53
MBURv2_130291,conserved membrane protein of unknown function,31,24
MBURv2_130292,conserved protein of unknown function,112,103
MBURv2_130293,putative GTP-binding protein HSR1-related protein,64,56
MBURv2_130294,conserved protein of unknown function,58,53
MBURv2_130295,conserved protein of unknown function,340,288
MBURv2_130296,conserved exported protein of unknown function,904,859
MBURv2_130297,conserved protein of unknown function,31,17
MBURv2_130298,"succinyl-CoA synthetase, NAD(P)-binding, alpha subunit",170,118
MBURv2_130299,"succinyl-CoA synthetase, beta subunit",87,71
MBURv2_130300,Malyl-CoA lyase,161,123
MBURv2_130301,protein of unknown function,39,45
MBURv2_130302,Serine--glyoxylate aminotransferase,61,66
MBURv2_130303,putative type-4 fimbrial pilin related signal peptide protein,208,125
MBURv2_130304,Type IV pilus modification protein PilV,118,82
MBURv2_130305,Type IV pilus assembly protein PilW,39,27
MBURv2_130306,Tfp pilus assembly protein PilX,18,21
MBURv2_130307,Type IV pilus biogenesis protein,50,50
MBURv2_130308,General secretion pathway protein H,70,62
MBURv2_130309,Glyoxylate reductase,102,77
MBURv2_130310,malate dehydrogenase,908,799
MBURv2_130311,Bifunctional protein MdtA [Includes: NADP-dependent methylenetetrahydromethanopterin dehydrogenase ; Methylenetetrahydrofolate d,39,34
MBURv2_130312,Glycerate 2-kinase,31,22
MBURv2_130313,serine hydroxymethyltransferase,222,241
MBURv2_130314,Formate--tetrahydrofolate ligase,136,140
MBURv2_130315,conserved protein of unknown function,219,219
MBURv2_130316,phosphomannomutase,60,62
MBURv2_130317,protein of unknown function,50,51
MBURv2_130318,conserved protein of unknown function,79,41
MBURv2_130319,conserved exported protein of unknown function,53,76
MBURv2_130320,conserved protein of unknown function,207,163
MBURv2_130321,lipid hydroperoxide peroxidase,115,140
MBURv2_130322,uroporphyrinogen decarboxylase,163,141
MBURv2_130323,protein of unknown function,82,60
MBURv2_130324,conserved protein of unknown function,109,81
MBURv2_130325,3-dehydroquinate synthase,117,111
MBURv2_130326,shikimate kinase I,91,78
MBURv2_130327,protein of unknown function,61,54
MBURv2_130328,Type IV pilus secretin PilQ,151,166
MBURv2_130329,Pilus assembly protein PilP,165,223
MBURv2_130330,Pilus assembly protein PilO,136,155
MBURv2_130331,Fimbrial assembly family protein,126,144
MBURv2_130332,putative membrane protein (ComM),184,193
MBURv2_130333,protein of unknown function,72,105
MBURv2_130334,penicillin binding protein,65,62
MBURv2_130335,conserved protein of unknown function,81,81
MBURv2_130336,protein of unknown function,19,23
MBURv2_130337,transposase,145,152
MBURv2_130338,protein of unknown function,43,18
MBURv2_130339,Glycosyl transferase group 1,108,115
MBURv2_130340,protein of unknown function,112,106
MBURv2_130341,"putative Glycosyl transferase, group 1 family",47,39
MBURv2_130342,protein of unknown function,14,20
MBURv2_130343,protein of unknown function,36,21
MBURv2_130344,conserved membrane protein of unknown function,26,31
MBURv2_130345,"Glycosyl transferase, group 1 family protein",40,43
MBURv2_130346,protein of unknown function,77,86
MBURv2_130347,protein of unknown function,54,60
MBURv2_130348,"UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronate N-acetyltransferase",50,39
MBURv2_130349,UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate oxidase,22,22
MBURv2_130350,protein of unknown function,30,14
MBURv2_130351,conserved protein of unknown function,16,39
MBURv2_130352,conserved protein of unknown function,23,31
MBURv2_130353,protein of unknown function,47,61
MBURv2_130354,putative nucleic acid-binding protein,52,78
MBURv2_130355,conserved protein of unknown function,117,99
MBURv2_130356,ABC transporter ATP-binding protein (fragment),64,89
MBURv2_130357,Putative ABC-2 type transporter superfamily (fragment),57,29
MBURv2_130358,Putative ABC-2 type transporter superfamily (fragment),61,43
MBURv2_130359,conserved protein of unknown function,71,76
MBURv2_130360,conserved protein of unknown function,44,44
MBURv2_130361,conserved protein of unknown function,37,58
MBURv2_130362,Glycosyl transferase family 2,124,105
MBURv2_130363,protein of unknown function,132,187
MBURv2_130364,conserved protein of unknown function,127,110
MBURv2_130365,protein of unknown function,23,18
MBURv2_130366,conserved protein of unknown function,23,77
MBURv2_130367,conserved protein of unknown function,135,75
MBURv2_130368,conserved protein of unknown function,28,3
MBURv2_130369,PilT protein domain protein (fragment),4,12
MBURv2_130370,conserved protein of unknown function,114,102
MBURv2_130371,conserved protein of unknown function,44,74
MBURv2_130372,conserved protein of unknown function,207,199
MBURv2_130373,Predicted transcriptional regulator,113,103
MBURv2_130374,conserved protein of unknown function,133,141
MBURv2_130375,conserved membrane protein of unknown function,47,43
MBURv2_130376,Fimbrial protein,10431,9809
MBURv2_130377,putative proteic killer suppression protein,56,59
MBURv2_130378,"putative plasmid maintenance system antidote protein, XRE family",97,73
MBURv2_130379,conserved protein of unknown function,142,81
MBURv2_130380,50S ribosomal subunit protein L31,537,384
MBURv2_130381,"putative permease, major facilitator superfamily",19,19
MBURv2_130382,NhaD-type Na+(Li+)/H+ antiporter,177,176
MBURv2_130383,Sulfite reductase (NADPH) hemoprotein beta-component,106,105
MBURv2_130384,conserved protein of unknown function,101,89
MBURv2_130385,protein of unknown function,17,26
MBURv2_130386,protein of unknown function,10,5
MBURv2_130387,conserved protein of unknown function,2,3
MBURv2_130388,"succinyl-CoA synthetase, NAD(P)-binding, alpha subunit",323,255
MBURv2_130389,"succinyl-CoA synthetase, beta subunit",278,303
MBURv2_130390,Integral membrane sensor signal transduction histidine kinase,57,41
MBURv2_130391,type 4 fimbriae expression regulatory protein,207,208
MBURv2_130392,conserved protein of unknown function,1060,1038
MBURv2_130393,protein of unknown function,1084,1215
MBURv2_130394,putative oxidoreductase with FAD/NAD(P)-binding domain,79,75
MBURv2_130395,2-polyprenyl-6-methoxyphenol 4-hydroxylase,118,102
MBURv2_130396,proline aminopeptidase P II,62,77
MBURv2_130397,conserved protein of unknown function,142,144
MBURv2_130398,conserved protein of unknown function,207,224
MBURv2_130399,Cell division protein ZapA,204,159
MBURv2_130400,conserved protein of unknown function,201,195
MBURv2_130401,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase,280,290
MBURv2_130402,conserved protein of unknown function,71,59
MBURv2_130403,conserved hypothetical protein,80,61
MBURv2_130404,protein of unknown function,17,41
MBURv2_130405,putative reverse transcriptase,1,0
MBURv2_130406,conserved protein of unknown function,21,30
MBURv2_130407,conserved protein of unknown function,3,7
MBURv2_130408,transposase,6,3
MBURv2_130409,conserved protein of unknown function,39,32
MBURv2_130410,conserved exported protein of unknown function,55,72
MBURv2_130411,conserved protein of unknown function,144,105
MBURv2_130412,Ribosomal-protein-alanine acetyltransferase,142,105
MBURv2_130413,"putative phage SPO1 DNA polymerase-related protein, uracil-DNA glycosylase family",58,47
MBURv2_130414,2-isopropylmalate synthase,119,110
MBURv2_130415,CDP-diacylglycerol/serine O-phosphatidyltransferase,164,195
MBURv2_130416,acetohydroxy acid isomeroreductase and 2-dehydropantoate 2-reductase,438,330
MBURv2_130417,"acetolactate synthase III, thiamin-dependent, small subunit",297,343
MBURv2_130418,"acetolactate synthase III, large subunit",241,239
MBURv2_130419,"2,3-dimethylmalate lyase",83,88
MBURv2_130420,conserved protein of unknown function,87,81
MBURv2_130421,Molybdopterin-converting factor subunit 2 (MPT synthase subunit 2) (Molybdopterin synthase subunit 2) (Molybdenum cofactor biosy,94,80
MBURv2_130422,ThiamineS protein,80,133
MBURv2_130423,"molybdopterin biosynthesis, protein C",132,101
MBURv2_130424,"putative ABC transporter, permease protein",55,69
MBURv2_130425,"superoxide dismutase, Fe",1096,1141
MBURv2_130426,protein of unknown function,23,31
MBURv2_130427,Adenylate cyclase,93,118
MBURv2_130428,conserved exported protein of unknown function,148,92
MBURv2_130429,7-Fe ferredoxin,497,385
MBURv2_130430,50S ribosomal subunit protein L17,909,695
MBURv2_130431,"RNA polymerase, alpha subunit",581,654
MBURv2_130432,30S ribosomal subunit protein S4,732,585
MBURv2_130433,30S ribosomal subunit protein S11,759,677
MBURv2_130434,30S ribosomal subunit protein S13,911,950
MBURv2_130435,preprotein translocase membrane subunit,745,684
MBURv2_130436,50S ribosomal subunit protein L15,1014,1025
MBURv2_130437,50S ribosomal subunit protein L30,611,594
MBURv2_130438,30S ribosomal subunit protein S5,754,539
MBURv2_130439,50S ribosomal subunit protein L18,953,844
MBURv2_130440,50S ribosomal subunit protein L6,803,742
MBURv2_130441,30S ribosomal subunit protein S8,670,548
MBURv2_130442,30S ribosomal subunit protein S14,658,630
MBURv2_130443,50S ribosomal subunit protein L5,602,505
MBURv2_130444,50S ribosomal subunit protein L24,651,699
MBURv2_130445,50S ribosomal subunit protein L14,726,912
MBURv2_130446,30S ribosomal subunit protein S17,912,1002
MBURv2_130447,50S ribosomal subunit protein L29,662,691
MBURv2_130448,50S ribosomal subunit protein L16,647,595
MBURv2_130449,30S ribosomal subunit protein S3,681,576
MBURv2_130450,50S ribosomal subunit protein L22,777,648
MBURv2_130451,30S ribosomal subunit protein S19,659,476
MBURv2_130452,50S ribosomal subunit protein L2,689,746
MBURv2_130453,50S ribosomal subunit protein L23,891,867
MBURv2_130454,50S ribosomal subunit protein L4,547,573
MBURv2_130455,50S ribosomal subunit protein L3,605,624
MBURv2_130456,30S ribosomal subunit protein S10,411,434
MBURv2_130457,protein chain elongation factor EF-Tu (duplicate of tufA),18,18
MBURv2_130458,"protein chain elongation factor EF-G, GTP-binding",425,408
MBURv2_130459,30S ribosomal subunit protein S7,325,327
MBURv2_130460,30S ribosomal subunit protein S12,417,355
MBURv2_130461,protein of unknown function,217,183
MBURv2_130462,"RNA polymerase, beta prime subunit",201,190
MBURv2_130463,"RNA polymerase, beta subunit",144,155
MBURv2_130464,50S ribosomal subunit protein L7/L12,317,306
MBURv2_130465,50S ribosomal subunit protein L10,416,351
MBURv2_130466,50S ribosomal subunit protein L1,441,353
MBURv2_130467,50S ribosomal subunit protein L11,393,381
MBURv2_130468,transcription termination factor,1142,1034
MBURv2_130469,Preprotein translocase subunit SecE,1089,1186
MBURv2_130470,protein chain elongation factor EF-Tu (duplicate of tufA),60,58
MBURv2_130471,50S ribosomal protein L25,629,588
MBURv2_130472,phosphoribosylpyrophosphate synthase,322,334
MBURv2_130473,4-diphosphocytidyl-2-C-methylerythritol kinase,433,363
MBURv2_130474,Outer membrane lipoprotein LolB (Modular protein),272,254
MBURv2_130475,Tetratricopeptide TPR_2 repeat protein,280,272
MBURv2_130476,glutamyl tRNA reductase,146,122
MBURv2_130477,peptide chain release factor RF-1,76,96
MBURv2_130478,"N5-glutamine methyltransferase, modifies release factors RF-1 and RF-2",49,95
MBURv2_130479,Mov34/MPN/PAD-1 family protein,113,83
MBURv2_130480,conserved protein of unknown function,104,96
MBURv2_130481,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,73,93
MBURv2_130482,conserved protein of unknown function,111,100
MBURv2_130483,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A,100,96
MBURv2_130484,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C,164,129
MBURv2_130485,protein of unknown function,495,370
MBURv2_130486,"cell wall structural complex MreBCD, actin-like component MreB",197,136
MBURv2_130487,Cell shape-determining protein MreC,66,57
MBURv2_130488,putative rod shape-determining protein MreD,37,28
MBURv2_130489,transpeptidase involved in peptidoglycan synthesis (penicillin-binding protein 2),14,12
MBURv2_130490,cell wall shape-determining protein,21,38
MBURv2_130491,Membrane-bound lytic murein transglycosylase B (Modular protein),88,64
MBURv2_130492,D-alanyl-D-alanine carboxypeptidase DacC,94,97
MBURv2_130493,D-amino-acid transaminase,128,94
MBURv2_130494,conserved protein of unknown function,105,98
MBURv2_130495,lipoyl-protein ligase,48,58
MBURv2_130496,lipoate synthase,50,37
MBURv2_130497,transcriptional accessory protein,37,28
MBURv2_130498,conserved exported protein of unknown function,79,60
MBURv2_130499,conserved protein of unknown function,47,37
MBURv2_130500,"putative transporter, SSS family",28,27
MBURv2_130501,Tetratricopeptide repeat domain protein,35,27
MBURv2_130502,L-ectoine synthase,122,116
MBURv2_130503,Diaminobutyrate--2-oxoglutarate transaminase,14,30
MBURv2_130504,"L-2,4-diaminobutyric acid acetyltransferase",14,18
MBURv2_130505,"Putative transcription regulator, MarR family protein (fragment)",27,24
MBURv2_130506,conserved membrane protein of unknown function,23,23
MBURv2_130507,putative glycosyltransferase,34,47
MBURv2_130508,conserved membrane protein of unknown function,24,25
MBURv2_130509,"putative S-adenosyl-L-methionine-dependent methyltransferase, UbiG-related",30,31
MBURv2_130510,putative sulfate transporter,17,26
MBURv2_130511,"putative transcriptional regulator, LysR family",21,18
MBURv2_130512,"putative S-adenosyl-L-methionine-dependent methyltransferase, UbiE-related",102,74
MBURv2_130513,NmmA,137,104
MBURv2_130514,"putative 3,4-dihydroxyphenylalanine extradiol dioxygenase",109,92
MBURv2_130515,conserved exported protein of unknown function,103,96
MBURv2_130516,Retron-type reverse transcriptase,0,0
MBURv2_130517,conserved protein of unknown function,45,42
MBURv2_130518,putative 6-pyruvoyl tetrahydrobiopterin synthase,37,44
MBURv2_130519,Zinc-containing alcohol dehydrogenase superfamily,40,43
MBURv2_130520,Riboflavin-specific deaminase/GTP cyclohydrolase II,49,65
MBURv2_130521,Apolipoprotein N-acyltransferase,29,28
MBURv2_130522,conserved exported protein of unknown function,103,55
MBURv2_130523,Phospholipid/glycerol acyltransferase,43,37
MBURv2_130524,"glycine tRNA synthetase, beta subunit",99,83
MBURv2_130525,"glycine tRNA synthetase, alpha subunit",77,64
MBURv2_130526,protein of unknown function,95,65
MBURv2_130527,conserved protein of unknown function,129,144
MBURv2_130528,conserved protein of unknown function,1121,1155
MBURv2_130529,conserved protein of unknown function,169,204
MBURv2_130530,Cytochrome c'-beta,1239,1231
MBURv2_130531,Glucokinase,301,262
MBURv2_130532,Phosphorylase kinase alphabeta,124,133
MBURv2_130533,Putative Serine/threonine protein kinase (fragment),72,55
MBURv2_130534,H repeat-associated protein YhhI,0,0
MBURv2_130535,Putative Serine/threonine protein kinase (fragment),12,12
MBURv2_130536,Major facilitator superfamily MFS_1,21,25
MBURv2_130537,putative sodium-dependent transporter,20,41
MBURv2_130538,conserved protein of unknown function,127,146
MBURv2_130539,conserved protein of unknown function,561,611
MBURv2_130540,protein of unknown function,141,136
MBURv2_130541,conserved protein of unknown function,40,30
MBURv2_130542,conserved protein of unknown function,48,29
MBURv2_130543,conserved protein of unknown function,41,25
MBURv2_130544,conserved protein of unknown function,44,38
MBURv2_130545,protein of unknown function,14,46
MBURv2_130546,conserved protein of unknown function,80,73
MBURv2_130547,conserved protein of unknown function,43,46
MBURv2_130548,conserved protein of unknown function,73,86
MBURv2_130549,Chaperone protein DnaK,109,103
MBURv2_130550,conserved protein of unknown function,122,122
MBURv2_130551,conserved hypothetical protein,147,123
MBURv2_130552,Cell division protein ZapD,168,156
MBURv2_130553,dephospho-CoA kinase,100,78
MBURv2_130554,type 4 prepilin-like proteins leader peptide processing enzyme (Protein secretion protein XCPA)[Includes: Leader peptidase (Prep,143,101
MBURv2_130555,type 4 fimbrial assembly protein,124,138
MBURv2_130556,type 4 fimbrial biogenesis protein,160,157
MBURv2_130557,valyl-tRNA synthetase,141,170
MBURv2_130558,DNA polymerase III chi subunit HolC,147,134
MBURv2_130559,"aminopeptidase A, a cyteinylglycinase",202,212
MBURv2_130560,Permease YjgP/YjgQ family protein,104,80
MBURv2_130561,Permease YjgP/YjgQ family protein,93,79
MBURv2_130562,RDD domain containing protein (fragment),248,239
MBURv2_130563,conserved protein of unknown function,2525,2077
MBURv2_130564,poly(A) polymerase I,174,167
MBURv2_130565,2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase,40,91
MBURv2_130566,3-methyl-2-oxobutanoate hydroxymethyltransferase,99,89
MBURv2_130567,pantothenate synthetase,176,168
MBURv2_130568,aspartate 1-decarboxylase,454,476
MBURv2_130569,Flagellar assembly factor FliW,528,518
MBURv2_130570,conserved protein of unknown function,411,335
MBURv2_130571,putative MxaL protein,126,89
MBURv2_130572,putative MxaK protein,203,178
MBURv2_130573,exported protein of unknown function,69,73
MBURv2_130574,5-bromo-4-chloroindolyl phosphate hydrolysis protein,62,73
MBURv2_130575,Toxic anion resistance family protein,172,166
MBURv2_130576,conserved protein of unknown function,489,425
MBURv2_130577,thiamin (pyrimidine moiety) biosynthesis protein,429,419
MBURv2_130578,protein of unknown function,330,270
MBURv2_130579,putative phosphate permease jhp_1384,75,66
MBURv2_130580,putative septum site-determining protein MinC,251,241
MBURv2_130581,membrane ATPase of the MinC-MinD-MinE system,414,337
MBURv2_130582,cell division topological specificity factor,421,316
MBURv2_130583,conserved protein of unknown function,551,474
MBURv2_130584,hypothetical protein; putative nucleoside triphosphate hydrolase domain,473,471
MBURv2_130585,"ribosome-associated, sigma 54 modulation protein",1585,1379
MBURv2_130586,"RNA polymerase, sigma 54 (sigma N) factor",381,368
MBURv2_130587,putative lipopolysaccharide transport protein B: ATP-binding component of ABC superfamily,282,266
MBURv2_130588,Lipopolysaccharide transport periplasmic protein LptA,173,181
MBURv2_130589,conserved protein of unknown function,223,268
MBURv2_130590,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,103,88
MBURv2_130591,D-arabinose 5-phosphate isomerase,164,129
MBURv2_130592,putative calcium/sodium:proton antiporter,51,64
MBURv2_130593,toluene transporter subunit: ATP-binding component of ABC superfamily,35,17
MBURv2_130594,toluene transporter subunit: membrane component of ABC superfamily,34,33
MBURv2_130595,toluene transporter subunit: membrane component of ABC superfamily,27,40
MBURv2_130596,Anti-sigma-factor antagonist,14,66
MBURv2_130597,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,76,73
MBURv2_130598,ATP-phosphoribosyltransferase,66,57
MBURv2_130599,Histidinol dehydrogenase (HDH),62,54
MBURv2_130600,Histidinol-phosphate aminotransferase 2,41,27
MBURv2_130601,Ubiquinol-cytochrome c reductase iron-sulfur subunit,418,448
MBURv2_130602,Cytochrome b,366,312
MBURv2_130603,Cytochrome c1,484,474
MBURv2_130604,stringent starvation protein A,117,134
MBURv2_130605,ClpXP protease specificity-enhancing factor,211,226
MBURv2_130606,conserved protein of unknown function,136,103
MBURv2_130607,conserved protein of unknown function,565,530
MBURv2_130608,conserved membrane protein of unknown function,37,34
MBURv2_130609,ABC transporter related protein,36,22
MBURv2_130610,Amylosucrase,95,109
MBURv2_130611,Fructokinase,119,164
MBURv2_130612,Sucrose-6F-phosphate phosphohydrolase; sucrose-phosphate phosphatase,133,116
MBURv2_130613,Sucrose-phosphate synthase,114,125
MBURv2_130614,protein of unknown function,119,131
MBURv2_130615,conserved exported protein of unknown function,874,764
MBURv2_130616,Fnr-like transcriptional activator,108,98
MBURv2_130617,hybrid-cluster [4Fe-2S-2O] protein in anaerobic terminal reductases,14,15
MBURv2_130618,Methane monooxygenase component C,25,20
MBURv2_130619,protein of unknown function,56,44
MBURv2_130620,putative transporter fused subunits of ABC superfamily: ATP-binding components,21,17
MBURv2_130621,conserved protein of unknown function,19,8
MBURv2_130622,exported protein of unknown function,381,407
MBURv2_130623,conserved protein of unknown function,30,33
MBURv2_130624,conserved membrane protein of unknown function,38,58
MBURv2_130625,"dihydro-orotate oxidase, FMN-linked",121,119
MBURv2_130626,Cytochrome b561,336,292
MBURv2_130627,protein of unknown function,311,370
MBURv2_130628,conserved protein of unknown function,8421,3918
MBURv2_130629,Coenzyme PQQ synthesis protein A,11389,20935
MBURv2_130630,coenzyme PQQ synthesis protein B (Coenzyme PQQ synthesis protein V),102,116
MBURv2_130631,coenzyme PQQ synthesis protein C (Coenzyme PQQ synthesis protein I),94,148
MBURv2_130632,conserved protein of unknown function,110,144
MBURv2_130633,Coenzyme PQQ synthesis protein D,103,91
MBURv2_130634,coenzyme PQQ synthesis protein E (Coenzyme PQQ synthesis protein III),106,116
MBURv2_130635,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,109,100
MBURv2_130636,Proline iminopeptidase,68,74
MBURv2_130637,Prevent-host-death family protein,770,553
MBURv2_130638,conserved protein of unknown function,327,312
MBURv2_130639,conserved exported protein of unknown function,4748,4210
MBURv2_130640,conserved protein of unknown function,59,48
MBURv2_130641,conserved protein of unknown function,46,27
MBURv2_130642,conserved membrane protein of unknown function,183,189
MBURv2_130643,conserved exported protein of unknown function,8728,9343
MBURv2_130644,conserved exported protein of unknown function,11519,11660
MBURv2_130645,conserved membrane protein of unknown function,191,141
MBURv2_130646,conserved protein of unknown function,170,199
MBURv2_130647,conserved exported protein of unknown function,41,80
MBURv2_130648,"quinolinate synthase, L-aspartate oxidase (B protein) subunit",240,188
MBURv2_130649,"RNA polymerase, sigma 24 (sigma E) factor",335,280
MBURv2_130650,conserved protein of unknown function,197,210
MBURv2_130651,putative sigma-E factor regulatory protein,170,170
MBURv2_130652,putative serine protease MucD precursor,189,190
MBURv2_130653,GTP-binding membrane protein,188,170
MBURv2_130654,"leader peptidase (signal peptidase I) , serine protease",77,89
MBURv2_130655,conserved protein of unknown function,232,214
MBURv2_130656,RNase III,168,120
MBURv2_130657,"membrane-associated, 16S rRNA-binding GTPase",84,108
MBURv2_130658,DNA repair protein RecO,90,74
MBURv2_130659,pyridoxine 5'-phosphate synthase,30,28
MBURv2_130660,Protein serine/threonine phosphatase,30,53
MBURv2_130661,"Sigma54 specific transcriptional regulator, Fis family",989,932
MBURv2_130662,conserved membrane protein of unknown function,342,351
MBURv2_130663,Orotidine 5'-phosphate decarboxylase,163,184
MBURv2_130664,Auxin Efflux Carrier,24,40
MBURv2_130665,Molybdopterin binding domain protein,83,62
MBURv2_130666,fused ATP-binding subunits of ABC superfamily protein involved in precise excision of transposons,61,58
MBURv2_130667,conserved protein of unknown function,33,27
MBURv2_130668,putative ATPase of the AAA+ class,26,21
MBURv2_130669,conserved protein of unknown function,156,143
MBURv2_130670,putative Transcriptional factor,89,151
MBURv2_130673,protein of unknown function,0,0
MBURv2_130675,tyrosyl-tRNA synthetase,109,118
MBURv2_130676,Peptidase M23B,540,509
MBURv2_130677,anhydro-N-acetylmuramic acid kinase,116,107
MBURv2_130678,putative chaperone involved in Fe-S cluster assembly and activation; hesB-like,236,198
MBURv2_130679,N-acetyl-gamma-glutamyl-phosphate reductase,116,132
MBURv2_130680,protein of unknown function,46,37
MBURv2_130681,"putative bipartite protein [includes a nickel-iron hydrogenase, accessory protein domain HupE; a TonB-dependent receptor]",47,41
MBURv2_130682,protein of unknown function,18,17
MBURv2_130683,putative monooxygenase,71,76
MBURv2_130684,conserved exported protein of unknown function,35,33
MBURv2_130685,Carboxy-terminal-processing protease,438,443
MBURv2_130686,Peptidase M23,228,216
MBURv2_130687,protein of unknown function,265,276
MBURv2_130688,"Transcriptional regulator, ArsR family",111,100
MBURv2_130689,Rhodanese domain protein,115,123
MBURv2_130690,protein export chaperone,232,185
MBURv2_130691,glycerol-3-phosphate dehydrogenase (NAD+),61,52
MBURv2_130692,putative rRNA methylase,155,180
MBURv2_130693,Glycogen phosphorylase,247,242
MBURv2_130694,"preprotein translocase subunit, ATPase",127,117
MBURv2_130695,protein of unknown function,37,32
MBURv2_130696,bifunctional GDP-fucose synthetase: GDP-4-dehydro-6-deoxy-D-mannose epimerase and GDP-4-dehydro-6-L-deoxygalactose reductase,53,67
MBURv2_130697,"GDP-D-mannose dehydratase, NAD(P)-binding",86,73
MBURv2_130698,Bifunctional permease/carbonic anhydrase,89,72
MBURv2_130699,putative inner membrane subunit of an electron transport system,151,88
MBURv2_130700,putative iron-sulfur protein,164,165
MBURv2_130701,Electron transport complex protein RnfC,41,41
MBURv2_130702,putative inner membrane oxidoreductase,44,46
MBURv2_130703,putative oxidoreductase,52,74
MBURv2_130704,putative inner membrane NADH-quinone reductase,90,101
MBURv2_130705,DNA glycosylase and apyrimidinic (AP) lyase (endonuclease III),52,49
MBURv2_130706,conserved protein of unknown function,632,522
MBURv2_130707,conserved exported protein of unknown function,2213,1709
MBURv2_130708,conserved hypothetical protein,219,212
MBURv2_130709,conserved protein of unknown function,192,208
MBURv2_130710,putative nuclease,16,26
MBURv2_130711,D-tyr-tRNA(Tyr) deacylase,30,47
MBURv2_130712,conserved protein of unknown function,21,21
MBURv2_130713,conserved exported protein of unknown function,31,31
MBURv2_130714,putative peptidase,81,95
MBURv2_130715,conserved protein of unknown function,55,34
MBURv2_130716,Regulator of ribonuclease activity,97,104
MBURv2_130717,"1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase, 4Fe-4S protein",244,219
MBURv2_130718,putative TrkA-N domain protein,71,65
MBURv2_130719,conserved membrane protein of unknown function,41,46
